event_id,customer_id,invoice_date,total_due,payment_status,due_date
BILL_000039,CUST_000018,2023-08-11 04:16:00,4219,Paid,2023-09-10 04:16:00
BILL_000040,CUST_000019,2023-12-06 14:10:00,84933,Paid,2024-01-05 14:10:00
BILL_000041,CUST_000019,2023-12-11 14:10:00,85236,Paid,2024-01-10 14:10:00
BILL_000042,CUST_000019,2023-12-06 14:10:00,85878,Paid,2024-01-05 14:10:00
BILL_000043,CUST_000020,2024-01-22 18:53:00,61500,Pending,2024-02-21 18:53:00
BILL_000044,CUST_000020,2024-01-23 18:53:00,61171,Paid,2024-02-22 18:53:00
BILL_000045,CUST_000021,2024-01-09 01:29:00,381910,Paid,2024-02-08 01:29:00
BILL_000046,CUST_000021,2024-01-04 01:29:00,381802,Pending,2024-02-03 01:29:00
BILL_000047,CUST_000021,2024-01-03 01:29:00,382624,Paid,2024-02-02 01:29:00
BILL_000048,CUST_000022,2024-03-08 19:14:00,68388,Paid,2024-04-07 19:14:00
BILL_000049,CUST_000022,2024-03-10 19:14:00,68193,Paid,2024-04-09 19:14:00
BILL_000050,CUST_000022,2024-03-12 19:14:00,69198,Paid,2024-04-11 19:14:00
BILL_000051,CUST_000023,2023-12-26 06:28:00,256491,Paid,2024-01-25 06:28:00
BILL_000052,CUST_000025,2024-03-16 16:57:00,781213,Pending,2024-04-15 16:57:00
BILL_000053,CUST_000026,2024-02-10 19:16:00,615768,Paid,2024-03-11 19:16:00
BILL_000054,CUST_000027,2023-07-21 11:19:00,247175,Overdue,2023-08-20 11:19:00
BILL_000055,CUST_000028,2024-02-14 09:15:00,168030,Paid,2024-03-15 09:15:00
BILL_000056,CUST_000029,2023-12-24 20:43:00,186471,Overdue,2024-01-23 20:43:00
BILL_000057,CUST_000029,2023-12-22 20:43:00,186728,Paid,2024-01-21 20:43:00
BILL_000058,CUST_000030,2024-02-11 21:24:00,31480,Paid,2024-03-12 21:24:00
BILL_000059,CUST_000030,2024-02-08 21:24:00,32246,Paid,2024-03-09 21:24:00
BILL_000060,CUST_000030,2024-02-05 21:24:00,31963,Paid,2024-03-06 21:24:00
BILL_000061,CUST_000031,2024-01-08 17:23:00,185415,Paid,2024-02-07 17:23:00
BILL_000062,CUST_000032,2023-10-25 09:05:00,110442,Paid,2023-11-24 09:05:00
BILL_000063,CUST_000033,2024-02-04 20:48:00,229303,Pending,2024-03-05 20:48:00
BILL_000064,CUST_000033,2024-02-05 20:48:00,230013,Paid,2024-03-06 20:48:00
BILL_000065,CUST_000033,2024-02-01 20:48:00,229606,Pending,2024-03-02 20:48:00
BILL_000066,CUST_000034,2023-09-13 17:58:00,348226,Paid,2023-10-13 17:58:00
BILL_000067,CUST_000035,2024-01-27 08:58:00,69726,Pending,2024-02-26 08:58:00
BILL_000068,CUST_000035,2024-01-28 08:58:00,70291,Paid,2024-02-27 08:58:00
BILL_000069,CUST_000035,2024-01-26 08:58:00,69391,Paid,2024-02-25 08:58:00
BILL_000070,CUST_000036,2023-06-07 07:59:00,66921,Pending,2023-07-07 07:59:00
BILL_000071,CUST_000036,2023-06-08 07:59:00,67550,Overdue,2023-07-08 07:59:00
BILL_000072,CUST_000036,2023-06-05 07:59:00,67270,Overdue,2023-07-05 07:59:00
BILL_000073,CUST_000037,2024-01-11 04:21:00,115267,Paid,2024-02-10 04:21:00
BILL_000074,CUST_000037,2024-01-10 04:21:00,115904,Paid,2024-02-09 04:21:00
BILL_000075,CUST_000037,2024-01-12 04:21:00,115952,Pending,2024-02-11 04:21:00
BILL_000076,CUST_000038,2023-11-19 02:04:00,420725,Pending,2023-12-19 02:04:00
BILL_000077,CUST_000039,2023-06-30 19:39:00,85987,Paid,2023-07-30 19:39:00
BILL_000078,CUST_000039,2023-07-02 19:39:00,85777,Pending,2023-08-01 19:39:00
BILL_000079,CUST_000039,2023-07-03 19:39:00,86419,Paid,2023-08-02 19:39:00
BILL_000080,CUST_000040,2023-10-02 15:10:00,44010,Paid,2023-11-01 15:10:00
BILL_000081,CUST_000040,2023-10-03 15:10:00,43478,Paid,2023-11-02 15:10:00
BILL_000082,CUST_000041,2023-12-21 15:44:00,164462,Paid,2024-01-20 15:44:00
BILL_000083,CUST_000042,2024-03-16 11:34:00,217501,Overdue,2024-04-15 11:34:00
BILL_000084,CUST_000043,2023-12-23 11:40:00,97666,Paid,2024-01-22 11:40:00
BILL_000085,CUST_000043,2023-12-25 11:40:00,98523,Paid,2024-01-24 11:40:00
BILL_000086,CUST_000044,2024-03-12 12:55:00,294208,Paid,2024-04-11 12:55:00
BILL_000087,CUST_000045,2023-11-23 09:36:00,339540,Paid,2023-12-23 09:36:00
BILL_000088,CUST_000046,2023-06-29 10:45:00,107515,Paid,2023-07-29 10:45:00
BILL_000089,CUST_000046,2023-07-01 10:45:00,107383,Paid,2023-07-31 10:45:00
BILL_000090,CUST_000046,2023-06-27 10:45:00,108693,Paid,2023-07-27 10:45:00
BILL_000091,CUST_000047,2024-02-25 22:56:00,78188,Paid,2024-03-26 22:56:00
BILL_000092,CUST_000047,2024-02-22 22:56:00,77695,Paid,2024-03-23 22:56:00
BILL_000093,CUST_000048,2023-09-15 03:58:00,143758,Paid,2023-10-15 03:58:00
BILL_000094,CUST_000048,2023-09-11 03:58:00,144170,Paid,2023-10-11 03:58:00
BILL_000095,CUST_000048,2023-09-15 03:58:00,143909,Paid,2023-10-15 03:58:00
BILL_000096,CUST_000049,2024-02-09 09:20:00,463129,Paid,2024-03-10 09:20:00
BILL_000097,CUST_000050,2024-03-13 21:42:00,218984,Overdue,2024-04-12 21:42:00
BILL_000098,CUST_000050,2024-03-12 21:42:00,219251,Paid,2024-04-11 21:42:00
BILL_000099,CUST_000051,2023-12-02 12:56:00,121016,Paid,2024-01-01 12:56:00
BILL_000100,CUST_000051,2023-12-07 12:56:00,121360,Paid,2024-01-06 12:56:00
BILL_000101,CUST_000051,2023-12-07 12:56:00,121153,Pending,2024-01-06 12:56:00
BILL_000102,CUST_000052,2024-03-17 10:11:00,64998,Paid,2024-04-16 10:11:00
BILL_000103,CUST_000052,2024-03-15 10:11:00,64416,Paid,2024-04-14 10:11:00
BILL_000104,CUST_000052,2024-03-16 10:11:00,64522,Pending,2024-04-15 10:11:00
BILL_000105,CUST_000053,2023-12-26 17:58:00,134614,Paid,2024-01-25 17:58:00
BILL_000106,CUST_000054,2024-03-07 20:42:00,129403,Paid,2024-04-06 20:42:00
BILL_000107,CUST_000054,2024-03-01 20:42:00,129658,Paid,2024-03-31 20:42:00
BILL_000108,CUST_000055,2024-02-10 07:27:00,147008,Pending,2024-03-11 07:27:00
BILL_000109,CUST_000055,2024-02-11 07:27:00,146458,Paid,2024-03-12 07:27:00
BILL_000110,CUST_000056,2024-03-09 08:53:00,315095,Paid,2024-04-08 08:53:00
BILL_000111,CUST_000057,2024-01-14 11:06:00,173118,Paid,2024-02-13 11:06:00
BILL_000112,CUST_000057,2024-01-14 11:06:00,172864,Paid,2024-02-13 11:06:00
BILL_000113,CUST_000058,2024-02-16 20:20:00,115187,Paid,2024-03-17 20:20:00
BILL_000114,CUST_000058,2024-02-14 20:20:00,115312,Paid,2024-03-15 20:20:00
BILL_000115,CUST_000058,2024-02-13 20:20:00,116099,Paid,2024-03-14 20:20:00
BILL_000116,CUST_000059,2024-03-20 17:43:00,110566,Paid,2024-04-19 17:43:00
BILL_000117,CUST_000059,2024-03-18 17:43:00,110021,Pending,2024-04-17 17:43:00
BILL_000118,CUST_000060,2023-12-23 23:52:00,8030,Paid,2024-01-22 23:52:00
BILL_000119,CUST_000061,2023-11-26 18:07:00,254132,Paid,2023-12-26 18:07:00
BILL_000120,CUST_000061,2023-11-27 18:07:00,254057,Paid,2023-12-27 18:07:00
BILL_000121,CUST_000062,2024-03-12 04:25:00,367574,Paid,2024-04-11 04:25:00
BILL_000122,CUST_000063,2024-03-13 02:34:00,210189,Paid,2024-04-12 02:34:00
BILL_000123,CUST_000063,2024-03-14 02:34:00,210711,Paid,2024-04-13 02:34:00
BILL_000124,CUST_000064,2024-01-13 08:15:00,424441,Paid,2024-02-12 08:15:00
BILL_000125,CUST_000065,2024-01-20 06:43:00,24067,Paid,2024-02-19 06:43:00
BILL_000126,CUST_000065,2024-01-17 06:43:00,24918,Paid,2024-02-16 06:43:00
BILL_000127,CUST_000065,2024-01-14 06:43:00,24465,Paid,2024-02-13 06:43:00
BILL_000128,CUST_000066,2023-09-20 22:09:00,391661,Overdue,2023-10-20 22:09:00
BILL_000129,CUST_000067,2024-03-14 11:43:00,412448,Paid,2024-04-13 11:43:00
BILL_000130,CUST_000068,2024-03-06 00:15:00,47247,Paid,2024-04-05 00:15:00
BILL_000131,CUST_000068,2024-03-10 00:15:00,47306,Paid,2024-04-09 00:15:00
BILL_000132,CUST_000068,2024-03-09 00:15:00,47498,Paid,2024-04-08 00:15:00
BILL_000133,CUST_000069,2024-02-14 17:12:00,92765,Paid,2024-03-15 17:12:00
BILL_000134,CUST_000069,2024-02-09 17:12:00,92058,Paid,2024-03-10 17:12:00
BILL_000135,CUST_000069,2024-02-10 17:12:00,92783,Paid,2024-03-11 17:12:00
BILL_000136,CUST_000070,2023-12-26 17:54:00,29263,Paid,2024-01-25 17:54:00
BILL_000137,CUST_000070,2023-12-23 17:54:00,29065,Paid,2024-01-22 17:54:00
BILL_000138,CUST_000070,2023-12-20 17:54:00,30153,Paid,2024-01-19 17:54:00
BILL_000139,CUST_000071,2024-01-17 09:40:00,353047,Paid,2024-02-16 09:40:00
BILL_000140,CUST_000071,2024-01-24 09:40:00,352478,Paid,2024-02-23 09:40:00
BILL_000141,CUST_000072,2023-11-19 22:29:00,464687,Paid,2023-12-19 22:29:00
BILL_000142,CUST_000073,2023-07-18 16:32:00,503425,Pending,2023-08-17 16:32:00
BILL_000143,CUST_000074,2023-05-02 19:09:00,117768,Paid,2023-06-01 19:09:00
BILL_000144,CUST_000074,2023-04-28 19:09:00,117875,Paid,2023-05-28 19:09:00
BILL_000145,CUST_000075,2024-03-07 22:02:00,132123,Paid,2024-04-06 22:02:00
BILL_000146,CUST_000075,2024-03-13 22:02:00,132045,Paid,2024-04-12 22:02:00
BILL_000147,CUST_000075,2024-03-09 22:02:00,131899,Pending,2024-04-08 22:02:00
BILL_000148,CUST_000076,2023-10-04 19:35:00,69567,Paid,2023-11-03 19:35:00
BILL_000149,CUST_000076,2023-10-04 19:35:00,70175,Paid,2023-11-03 19:35:00
BILL_000150,CUST_000077,2023-05-29 00:03:00,34837,Paid,2023-06-28 00:03:00
BILL_000151,CUST_000077,2023-06-04 00:03:00,34290,Paid,2023-07-04 00:03:00
BILL_000152,CUST_000077,2023-06-02 00:03:00,33915,Paid,2023-07-02 00:03:00
BILL_000153,CUST_000078,2023-09-30 19:37:00,104042,Paid,2023-10-30 19:37:00
BILL_000154,CUST_000079,2023-12-19 22:40:00,98169,Paid,2024-01-18 22:40:00
BILL_000155,CUST_000079,2023-12-20 22:40:00,98831,Paid,2024-01-19 22:40:00
BILL_000156,CUST_000080,2024-02-20 23:50:00,67395,Paid,2024-03-21 23:50:00
BILL_000157,CUST_000080,2024-02-22 23:50:00,68064,Paid,2024-03-23 23:50:00
BILL_000158,CUST_000080,2024-02-18 23:50:00,68164,Paid,2024-03-19 23:50:00
BILL_000159,CUST_000081,2024-01-11 18:35:00,323422,Paid,2024-02-10 18:35:00
BILL_000160,CUST_000082,2023-10-16 04:20:00,141153,Paid,2023-11-15 04:20:00
BILL_000161,CUST_000083,2024-01-22 07:29:00,364774,Paid,2024-02-21 07:29:00
BILL_000162,CUST_000084,2024-01-22 16:39:00,147684,Pending,2024-02-21 16:39:00
BILL_000163,CUST_000084,2024-01-18 16:39:00,148037,Paid,2024-02-17 16:39:00
BILL_000164,CUST_000085,2024-01-26 04:32:00,215707,Paid,2024-02-25 04:32:00
BILL_000165,CUST_000085,2024-01-29 04:32:00,215836,Paid,2024-02-28 04:32:00
BILL_000166,CUST_000086,2024-01-05 17:27:00,257193,Paid,2024-02-04 17:27:00
BILL_000167,CUST_000087,2024-01-27 07:09:00,60621,Pending,2024-02-26 07:09:00
BILL_000168,CUST_000087,2024-01-28 07:09:00,61503,Overdue,2024-02-27 07:09:00
BILL_000169,CUST_000088,2023-11-20 16:41:00,156979,Paid,2023-12-20 16:41:00
BILL_000170,CUST_000089,2023-12-09 13:13:00,149458,Paid,2024-01-08 13:13:00
BILL_000171,CUST_000090,2024-02-11 01:11:00,258861,Paid,2024-03-12 01:11:00
BILL_000172,CUST_000090,2024-02-14 01:11:00,258708,Paid,2024-03-15 01:11:00
BILL_000173,CUST_000091,2023-09-30 08:40:00,112221,Paid,2023-10-30 08:40:00
BILL_000174,CUST_000091,2023-10-02 08:40:00,113193,Paid,2023-11-01 08:40:00
BILL_000175,CUST_000092,2024-03-01 21:10:00,109786,Paid,2024-03-31 21:10:00
BILL_000176,CUST_000092,2024-02-29 21:10:00,110203,Paid,2024-03-30 21:10:00
BILL_000177,CUST_000093,2024-02-08 11:00:00,91750,Paid,2024-03-09 11:00:00
BILL_000178,CUST_000093,2024-02-11 11:00:00,92149,Paid,2024-03-12 11:00:00
BILL_000179,CUST_000094,2023-07-28 07:05:00,215175,Paid,2023-08-27 07:05:00
BILL_000180,CUST_000094,2023-07-24 07:05:00,215053,Paid,2023-08-23 07:05:00
BILL_000181,CUST_000094,2023-07-28 07:05:00,214289,Paid,2023-08-27 07:05:00
BILL_000182,CUST_000095,2023-11-04 19:47:00,52445,Pending,2023-12-04 19:47:00
BILL_000183,CUST_000095,2023-11-06 19:47:00,52348,Paid,2023-12-06 19:47:00
BILL_000184,CUST_000095,2023-11-07 19:47:00,53693,Pending,2023-12-07 19:47:00
BILL_000185,CUST_000096,2024-02-22 00:21:00,25278,Paid,2024-03-23 00:21:00
BILL_000186,CUST_000096,2024-02-21 00:21:00,25598,Paid,2024-03-22 00:21:00
BILL_000187,CUST_000096,2024-02-23 00:21:00,26158,Paid,2024-03-24 00:21:00
BILL_000188,CUST_000097,2023-09-24 14:58:00,65328,Paid,2023-10-24 14:58:00
BILL_000189,CUST_000097,2023-09-18 14:58:00,66299,Paid,2023-10-18 14:58:00
BILL_000190,CUST_000098,2024-03-05 23:15:00,116311,Paid,2024-04-04 23:15:00
BILL_000191,CUST_000098,2024-03-01 23:15:00,116797,Paid,2024-03-31 23:15:00
BILL_000192,CUST_000099,2024-01-22 06:25:00,123131,Paid,2024-02-21 06:25:00
BILL_000193,CUST_000099,2024-01-23 06:25:00,122578,Paid,2024-02-22 06:25:00
BILL_000194,CUST_000099,2024-01-22 06:25:00,123120,Pending,2024-02-21 06:25:00
BILL_000195,CUST_000100,2024-02-27 01:25:00,107991,Paid,2024-03-28 01:25:00
BILL_000196,CUST_000100,2024-02-24 01:25:00,107261,Paid,2024-03-25 01:25:00
BILL_000197,CUST_000100,2024-02-28 01:25:00,107745,Paid,2024-03-29 01:25:00
BILL_000198,CUST_000101,2024-03-02 05:50:00,230072,Paid,2024-04-01 05:50:00
BILL_000199,CUST_000101,2024-02-26 05:50:00,229990,Paid,2024-03-27 05:50:00
BILL_000200,CUST_000101,2024-03-03 05:50:00,229665,Paid,2024-04-02 05:50:00
BILL_000201,CUST_000102,2023-12-29 23:37:00,685042,Pending,2024-01-28 23:37:00
BILL_000202,CUST_000103,2024-02-05 07:42:00,235859,Paid,2024-03-06 07:42:00
BILL_000203,CUST_000104,2023-11-03 18:32:00,163350,Paid,2023-12-03 18:32:00
BILL_000204,CUST_000104,2023-11-03 18:32:00,164185,Paid,2023-12-03 18:32:00
BILL_000205,CUST_000104,2023-11-02 18:32:00,163727,Pending,2023-12-02 18:32:00
BILL_000206,CUST_000105,2024-01-20 16:27:00,48927,Paid,2024-02-19 16:27:00
BILL_000207,CUST_000105,2024-01-16 16:27:00,48922,Paid,2024-02-15 16:27:00
BILL_000208,CUST_000105,2024-01-21 16:27:00,48372,Paid,2024-02-20 16:27:00
BILL_000209,CUST_000106,2024-02-15 10:20:00,123664,Paid,2024-03-16 10:20:00
BILL_000210,CUST_000106,2024-02-13 10:20:00,123431,Paid,2024-03-14 10:20:00
BILL_000211,CUST_000107,2023-09-17 06:41:00,33127,Pending,2023-10-17 06:41:00
BILL_000212,CUST_000107,2023-09-11 06:41:00,33372,Paid,2023-10-11 06:41:00
BILL_000213,CUST_000107,2023-09-17 06:41:00,33588,Paid,2023-10-17 06:41:00
BILL_000214,CUST_000108,2023-12-28 07:30:00,339469,Paid,2024-01-27 07:30:00
BILL_000215,CUST_000109,2024-02-24 07:42:00,26268,Paid,2024-03-25 07:42:00
BILL_000216,CUST_000109,2024-02-26 07:42:00,26653,Paid,2024-03-27 07:42:00
BILL_000217,CUST_000109,2024-02-25 07:42:00,26552,Paid,2024-03-26 07:42:00
BILL_000218,CUST_000110,2024-03-18 02:01:00,559113,Paid,2024-04-17 02:01:00
BILL_000219,CUST_000111,2024-02-08 19:22:00,71986,Paid,2024-03-09 19:22:00
BILL_000220,CUST_000111,2024-02-09 19:22:00,72440,Overdue,2024-03-10 19:22:00
BILL_000221,CUST_000111,2024-02-05 19:22:00,72364,Overdue,2024-03-06 19:22:00
BILL_000222,CUST_000112,2023-09-21 13:55:00,81625,Paid,2023-10-21 13:55:00
BILL_000223,CUST_000113,2023-06-30 01:20:00,84545,Paid,2023-07-30 01:20:00
BILL_000224,CUST_000113,2023-06-28 01:20:00,85104,Paid,2023-07-28 01:20:00
BILL_000225,CUST_000114,2024-03-10 14:26:00,182241,Paid,2024-04-09 14:26:00
BILL_000226,CUST_000115,2023-12-23 07:34:00,301648,Overdue,2024-01-22 07:34:00
BILL_000227,CUST_000116,2023-09-03 03:26:00,37774,Paid,2023-10-03 03:26:00
BILL_000228,CUST_000117,2023-12-21 21:49:00,174053,Paid,2024-01-20 21:49:00
BILL_000229,CUST_000118,2024-03-15 22:19:00,28537,Paid,2024-04-14 22:19:00
BILL_000230,CUST_000118,2024-03-14 22:19:00,28649,Paid,2024-04-13 22:19:00
BILL_000231,CUST_000118,2024-03-18 22:19:00,29123,Pending,2024-04-17 22:19:00
BILL_000232,CUST_000119,2023-11-07 07:17:00,26680,Pending,2023-12-07 07:17:00
BILL_000233,CUST_000119,2023-11-08 07:17:00,26602,Paid,2023-12-08 07:17:00
BILL_000234,CUST_000120,2024-03-09 23:24:00,217844,Paid,2024-04-08 23:24:00
BILL_000235,CUST_000121,2024-03-18 17:27:00,350748,Paid,2024-04-17 17:27:00
BILL_000236,CUST_000122,2023-07-09 18:55:00,301919,Paid,2023-08-08 18:55:00
BILL_000237,CUST_000123,2023-10-06 22:27:00,4454,Paid,2023-11-05 22:27:00
BILL_000238,CUST_000123,2023-10-02 22:27:00,4639,Paid,2023-11-01 22:27:00
BILL_000239,CUST_000123,2023-10-07 22:27:00,3868,Paid,2023-11-06 22:27:00
BILL_000240,CUST_000125,2023-11-03 21:32:00,64979,Paid,2023-12-03 21:32:00
BILL_000241,CUST_000125,2023-10-27 21:32:00,64671,Paid,2023-11-26 21:32:00
BILL_000242,CUST_000126,2024-03-04 16:09:00,99936,Paid,2024-04-03 16:09:00
BILL_000243,CUST_000126,2024-03-02 16:09:00,99507,Paid,2024-04-01 16:09:00
BILL_000244,CUST_000127,2023-12-31 04:42:00,86772,Overdue,2024-01-30 04:42:00
BILL_000245,CUST_000127,2023-12-31 04:42:00,85907,Paid,2024-01-30 04:42:00
BILL_000246,CUST_000127,2024-01-04 04:42:00,86193,Paid,2024-02-03 04:42:00
BILL_000247,CUST_000129,2024-02-24 11:07:00,111691,Paid,2024-03-25 11:07:00
BILL_000248,CUST_000129,2024-02-26 11:07:00,111986,Pending,2024-03-27 11:07:00
BILL_000249,CUST_000129,2024-02-23 11:07:00,112286,Paid,2024-03-24 11:07:00
BILL_000250,CUST_000130,2023-07-30 21:33:00,66506,Paid,2023-08-29 21:33:00
BILL_000251,CUST_000130,2023-07-28 21:33:00,66434,Pending,2023-08-27 21:33:00
BILL_000252,CUST_000130,2023-07-28 21:33:00,66647,Pending,2023-08-27 21:33:00
BILL_000253,CUST_000131,2024-01-15 05:46:00,573411,Paid,2024-02-14 05:46:00
BILL_000254,CUST_000132,2023-10-27 16:12:00,156175,Paid,2023-11-26 16:12:00
BILL_000255,CUST_000133,2024-02-21 00:24:00,172770,Paid,2024-03-22 00:24:00
BILL_000256,CUST_000133,2024-02-20 00:24:00,172826,Paid,2024-03-21 00:24:00
BILL_000257,CUST_000134,2023-07-18 00:02:00,365345,Paid,2023-08-17 00:02:00
BILL_000258,CUST_000135,2023-07-05 15:14:00,94998,Paid,2023-08-04 15:14:00
BILL_000259,CUST_000135,2023-07-04 15:14:00,94226,Paid,2023-08-03 15:14:00
BILL_000260,CUST_000136,2023-08-30 13:17:00,62859,Paid,2023-09-29 13:17:00
BILL_000261,CUST_000136,2023-08-26 13:17:00,62546,Paid,2023-09-25 13:17:00
BILL_000262,CUST_000137,2023-08-12 23:17:00,195566,Paid,2023-09-11 23:17:00
BILL_000263,CUST_000138,2023-04-15 06:29:00,52651,Pending,2023-05-15 06:29:00
BILL_000264,CUST_000138,2023-04-12 06:29:00,52368,Paid,2023-05-12 06:29:00
BILL_000265,CUST_000139,2023-12-20 23:40:00,582250,Overdue,2024-01-19 23:40:00
BILL_000266,CUST_000140,2023-12-01 06:31:00,15735,Paid,2023-12-31 06:31:00
BILL_000267,CUST_000140,2023-12-02 06:31:00,15874,Pending,2024-01-01 06:31:00
BILL_000268,CUST_000140,2023-11-29 06:31:00,14795,Pending,2023-12-29 06:31:00
BILL_000269,CUST_000141,2023-12-22 13:04:00,46982,Paid,2024-01-21 13:04:00
BILL_000270,CUST_000141,2023-12-18 13:04:00,46848,Paid,2024-01-17 13:04:00
BILL_000271,CUST_000141,2023-12-19 13:04:00,47267,Paid,2024-01-18 13:04:00
BILL_000272,CUST_000142,2023-12-16 18:00:00,169280,Paid,2024-01-15 18:00:00
BILL_000273,CUST_000142,2023-12-09 18:00:00,168506,Paid,2024-01-08 18:00:00
BILL_000274,CUST_000143,2023-03-29 18:59:00,87592,Paid,2023-04-28 18:59:00
BILL_000275,CUST_000144,2023-12-03 18:50:00,94503,Paid,2024-01-02 18:50:00
BILL_000276,CUST_000144,2023-12-02 18:50:00,95022,Pending,2024-01-01 18:50:00
BILL_000277,CUST_000144,2023-12-01 18:50:00,94106,Paid,2023-12-31 18:50:00
BILL_000278,CUST_000145,2024-01-13 13:43:00,163142,Paid,2024-02-12 13:43:00
BILL_000279,CUST_000146,2024-03-12 06:33:00,130654,Paid,2024-04-11 06:33:00
BILL_000280,CUST_000146,2024-03-09 06:33:00,130742,Paid,2024-04-08 06:33:00
BILL_000281,CUST_000146,2024-03-07 06:33:00,129629,Paid,2024-04-06 06:33:00
BILL_000282,CUST_000147,2024-02-08 02:02:00,173920,Paid,2024-03-09 02:02:00
BILL_000283,CUST_000147,2024-02-14 02:02:00,174102,Pending,2024-03-15 02:02:00
BILL_000284,CUST_000147,2024-02-08 02:02:00,174043,Overdue,2024-03-09 02:02:00
BILL_000285,CUST_000148,2024-01-01 17:37:00,210485,Paid,2024-01-31 17:37:00
BILL_000286,CUST_000148,2024-01-01 17:37:00,210996,Paid,2024-01-31 17:37:00
BILL_000287,CUST_000149,2023-10-08 11:00:00,56183,Paid,2023-11-07 11:00:00
BILL_000288,CUST_000149,2023-10-09 11:00:00,57059,Paid,2023-11-08 11:00:00
BILL_000289,CUST_000150,2023-09-22 10:45:00,266827,Paid,2023-10-22 10:45:00
BILL_000290,CUST_000150,2023-09-21 10:45:00,266264,Paid,2023-10-21 10:45:00
BILL_000291,CUST_000151,2024-01-10 14:30:00,140120,Paid,2024-02-09 14:30:00
BILL_000292,CUST_000151,2024-01-10 14:30:00,139830,Paid,2024-02-09 14:30:00
BILL_000293,CUST_000151,2024-01-04 14:30:00,139058,Paid,2024-02-03 14:30:00
BILL_000294,CUST_000152,2024-03-16 18:29:00,50459,Paid,2024-04-15 18:29:00
BILL_000295,CUST_000152,2024-03-09 18:29:00,50669,Paid,2024-04-08 18:29:00
BILL_000296,CUST_000153,2023-11-23 11:10:00,73556,Paid,2023-12-23 11:10:00
