order_id,customer_id,order_date,product_category,order_value,quantity,discount_amount,payment_method,delivery_days,order_status,rating,is_repeat_customer
TXN_00000059,CUST_000284,2023-12-22 10:32:00,Home & Living,21605,1,2472.61,Credit Card,2,Delivered,4.0,0
TXN_00000060,CUST_001915,2023-07-03 14:22:00,Home & Living,28128,1,5983.25,Net Banking,2,Delivered,3.0,0
TXN_00000061,CUST_000876,2023-07-30 14:01:00,Electronics,146039,1,31030.62,Credit Card,2,Delivered,5.0,0
TXN_00000062,CUST_001869,2024-01-28 13:05:00,Home & Living,25047,1,4576.72,Credit Card,2,Delivered,4.0,0
TXN_00000063,CUST_001548,2023-06-04 07:37:00,Electronics,17805,1,3185.69,Net Banking,5,Cancelled,,0
TXN_00000064,CUST_001049,2023-11-14 17:57:00,Electronics,108937,1,6623.89,UPI,2,Delivered,5.0,0
TXN_00000065,CUST_001159,2023-01-28 12:08:00,Fashion,5948,1,477.99,Credit Card,5,Cancelled,,0
TXN_00000066,CUST_000826,2023-08-25 16:29:00,Home & Living,74189,2,5619.94,Credit Card,3,Delivered,3.0,0
TXN_00000067,CUST_001719,2023-01-29 08:53:00,Fashion,3982,1,507.32,UPI,3,Delivered,4.0,0
TXN_00000068,CUST_001331,2023-11-01 03:52:00,Fashion,8875,1,1527.37,UPI,2,Delivered,4.0,0
TXN_00000069,CUST_000596,2023-12-20 10:55:00,Electronics,56643,1,9361.85,Credit Card,2,Delivered,4.0,0
TXN_00000070,CUST_000125,2023-10-27 21:32:00,Electronics,69748,1,9008.19,UPI,5,Delivered,4.0,0
TXN_00000071,CUST_001515,2023-12-26 06:33:00,Electronics,18389,1,4550.49,Net Banking,5,Delivered,3.0,0
TXN_00000072,CUST_000296,2023-09-11 04:14:00,Fashion,21511,2,5257.2,UPI,5,Cancelled,,0
TXN_00000073,CUST_001834,2024-03-12 04:19:00,Electronics,9840,1,770.2,Credit Card,5,Cancelled,,1
TXN_00000074,CUST_001287,2023-01-04 15:39:00,Electronics,17511,1,911.45,Wallet,5,Delivered,4.0,0
TXN_00000075,CUST_001409,2023-02-04 00:09:00,Electronics,124707,1,22600.04,Wallet,2,Delivered,4.0,0
TXN_00000076,CUST_001237,2023-09-24 03:15:00,Electronics,119577,1,15840.95,Debit Card,3,Delivered,1.0,0
TXN_00000077,CUST_000419,2023-01-13 16:28:00,Home & Living,20761,2,1191.38,Debit Card,5,Delivered,5.0,0
TXN_00000078,CUST_000801,2023-03-04 09:25:00,Electronics,30092,1,1876.32,Credit Card,5,Delivered,3.0,0
TXN_00000079,CUST_000991,2024-02-24 07:53:00,Electronics,44432,1,3101.67,Credit Card,2,Cancelled,,0
TXN_00000080,CUST_001737,2024-02-25 19:43:00,Home & Living,46728,1,11482.53,UPI,7,Delivered,1.0,0
TXN_00000081,CUST_000900,2023-11-12 03:27:00,Electronics,60110,1,12143.55,Credit Card,5,Delivered,5.0,0
TXN_00000082,CUST_000300,2023-04-05 04:52:00,Home & Living,27736,1,4457.91,Net Banking,3,Delivered,3.0,0
TXN_00000083,CUST_001525,2023-03-29 16:47:00,Home & Living,35474,1,3854.79,Debit Card,5,Delivered,1.0,1
TXN_00000084,CUST_001433,2023-09-01 15:18:00,Electronics,197759,2,43983.29,UPI,2,Delivered,4.0,0
TXN_00000085,CUST_000593,2023-10-29 15:23:00,Electronics,32569,1,3718.09,COD,7,Delivered,4.0,0
TXN_00000086,CUST_001368,2023-07-17 22:51:00,Electronics,118301,1,10244.58,Credit Card,2,Delivered,2.0,0
TXN_00000087,CUST_000220,2024-02-21 13:09:00,Home & Living,43289,1,6394.34,UPI,2,Delivered,3.0,0
TXN_00000088,CUST_000058,2023-03-03 18:24:00,Electronics,127283,1,28378.94,UPI,3,Delivered,5.0,0
TXN_00000089,CUST_000023,2023-01-18 20:41:00,Fashion,33993,3,6967.36,Net Banking,2,Delivered,4.0,0
TXN_00000090,CUST_001830,2023-08-16 01:58:00,Electronics,124832,1,29190.59,Net Banking,2,Delivered,4.0,0
TXN_00000091,CUST_001858,2023-03-13 14:56:00,Electronics,84844,1,12684.31,UPI,2,Delivered,4.0,0
TXN_00000092,CUST_001481,2023-01-05 05:22:00,Home & Living,23749,1,4080.71,COD,2,Delivered,3.0,0
TXN_00000093,CUST_001026,2023-09-15 06:22:00,Fashion,11136,1,1216.41,UPI,2,Delivered,3.0,0
TXN_00000094,CUST_001849,2023-07-19 16:04:00,Electronics,55490,1,11568.74,UPI,3,Delivered,4.0,0
TXN_00000095,CUST_000358,2023-06-30 20:46:00,Electronics,44369,1,8708.46,Credit Card,2,Delivered,5.0,0
TXN_00000096,CUST_001154,2024-01-02 04:17:00,Fashion,9576,1,875.61,UPI,3,Delivered,3.0,0
TXN_00000097,CUST_001608,2023-06-05 12:04:00,Electronics,14622,1,1461.59,Debit Card,2,Cancelled,,0
TXN_00000098,CUST_001877,2023-09-05 12:30:00,Electronics,67150,1,11474.2,Credit Card,2,Delivered,3.0,0
TXN_00000099,CUST_001241,2023-10-22 22:59:00,Electronics,64598,1,9730.41,Debit Card,2,Delivered,5.0,0
TXN_00000100,CUST_001039,2023-09-27 08:08:00,Fashion,5596,1,1050.16,Net Banking,3,Delivered,4.0,0
TXN_00000101,CUST_001430,2023-10-25 11:37:00,Fashion,2067,1,135.32,UPI,2,Delivered,2.0,0
TXN_00000102,CUST_001265,2023-02-04 01:01:00,Fashion,2890,1,253.86,Net Banking,2,Delivered,3.0,0
TXN_00000103,CUST_001745,2023-04-29 03:42:00,Electronics,123115,1,9461.19,COD,2,Delivered,4.0,0
TXN_00000104,CUST_000218,2023-12-14 15:20:00,Home & Living,94034,2,13696.5,UPI,2,Delivered,5.0,0
TXN_00000105,CUST_001557,2024-01-31 23:50:00,Electronics,68183,1,9189.74,Credit Card,2,Delivered,5.0,0
TXN_00000106,CUST_000485,2023-03-31 23:57:00,Electronics,179987,3,30420.99,UPI,2,Delivered,5.0,0
TXN_00000107,CUST_000787,2023-08-04 02:03:00,Electronics,31775,1,7168.86,Debit Card,3,Delivered,5.0,0
TXN_00000108,CUST_001254,2023-01-20 23:04:00,Electronics,34378,1,8261.97,Credit Card,2,Cancelled,,0
TXN_00000109,CUST_000905,2023-11-07 20:53:00,Fashion,11938,1,843.8,UPI,5,Delivered,4.0,0
TXN_00000110,CUST_000061,2023-06-14 03:44:00,Electronics,120983,1,18966.54,UPI,2,Delivered,5.0,0
TXN_00000111,CUST_000921,2023-11-23 18:35:00,Electronics,35475,1,3929.39,Debit Card,7,Delivered,5.0,0
TXN_00000112,CUST_000410,2023-09-09 14:43:00,Electronics,210967,2,35229.77,Debit Card,3,Delivered,3.0,0
TXN_00000113,CUST_000586,2024-01-15 05:27:00,Electronics,107810,1,16182.0,UPI,2,Delivered,5.0,0
TXN_00000114,CUST_001667,2024-02-09 06:05:00,Home & Living,34163,1,5830.63,Wallet,2,Delivered,2.0,0
TXN_00000115,CUST_001193,2023-12-09 03:13:00,Electronics,97266,1,5020.82,UPI,3,Delivered,1.0,0
TXN_00000116,CUST_000069,2023-01-03 11:49:00,Electronics,93469,1,6794.91,COD,2,Delivered,4.0,0
TXN_00000117,CUST_000836,2023-02-06 10:11:00,Electronics,218401,3,34030.69,Net Banking,5,Delivered,2.0,0
TXN_00000118,CUST_001398,2024-01-08 20:33:00,Electronics,45870,1,9347.26,Credit Card,2,Cancelled,,0
TXN_00000119,CUST_001017,2023-04-17 18:52:00,Electronics,67262,1,5554.15,Credit Card,7,Delivered,2.0,0
TXN_00000120,CUST_000971,2023-07-02 19:57:00,Home & Living,6472,1,965.67,UPI,5,Delivered,2.0,0
TXN_00000121,CUST_001145,2024-02-15 02:28:00,Fashion,6702,3,543.28,COD,5,Cancelled,,0
TXN_00000122,CUST_000876,2023-02-06 18:05:00,Fashion,26748,2,3190.98,Wallet,3,Delivered,3.0,1
TXN_00000123,CUST_000261,2023-06-02 03:07:00,Electronics,233784,2,27663.74,Debit Card,2,Delivered,5.0,0
TXN_00000124,CUST_001022,2023-11-04 17:21:00,Fashion,24773,2,3141.29,Credit Card,2,Delivered,4.0,0
TXN_00000125,CUST_000047,2023-05-29 08:24:00,Fashion,9864,1,749.89,UPI,2,Delivered,1.0,0
TXN_00000126,CUST_001441,2023-03-22 09:04:00,Electronics,310489,3,33879.03,UPI,3,Delivered,3.0,0
TXN_00000127,CUST_001095,2024-03-12 16:59:00,Fashion,7401,1,983.08,UPI,2,Delivered,4.0,0
TXN_00000128,CUST_001252,2023-07-24 19:03:00,Home & Living,26648,1,5495.2,UPI,3,Delivered,5.0,0
TXN_00000129,CUST_001119,2023-02-26 18:30:00,Fashion,12998,1,1596.09,Wallet,2,Delivered,3.0,0
TXN_00000130,CUST_001919,2023-05-15 20:01:00,Electronics,64194,1,13416.65,Wallet,5,Delivered,2.0,0
TXN_00000131,CUST_000067,2023-05-14 06:21:00,Electronics,227741,2,18349.56,Debit Card,7,Delivered,4.0,0
TXN_00000132,CUST_001819,2023-03-13 06:35:00,Electronics,46571,1,7784.51,COD,7,Delivered,1.0,0
TXN_00000133,CUST_001673,2024-01-23 21:58:00,Fashion,15184,1,2084.1,COD,3,Delivered,3.0,0
TXN_00000134,CUST_001799,2023-09-10 02:51:00,Fashion,1709,1,121.51,UPI,2,Delivered,4.0,0
TXN_00000135,CUST_001942,2023-11-09 22:53:00,Electronics,146825,1,13281.24,Credit Card,5,Delivered,5.0,0
TXN_00000136,CUST_001568,2023-06-27 02:26:00,Home & Living,23863,1,1358.78,UPI,7,Delivered,4.0,0
TXN_00000137,CUST_001226,2023-02-11 17:30:00,Electronics,25263,3,1451.15,Credit Card,5,Delivered,3.0,0
TXN_00000138,CUST_001939,2024-01-06 01:06:00,Electronics,392730,3,93288.75,Net Banking,5,Delivered,4.0,0
TXN_00000139,CUST_000073,2023-04-26 20:22:00,Electronics,417602,3,54448.65,Net Banking,3,Delivered,5.0,0
TXN_00000140,CUST_000884,2024-02-05 07:01:00,Electronics,136088,1,20263.52,UPI,3,Delivered,5.0,0
TXN_00000141,CUST_001908,2024-02-01 06:34:00,Fashion,4670,1,633.9,COD,2,Delivered,5.0,0
TXN_00000142,CUST_001246,2023-12-16 21:47:00,Home & Living,23751,1,4062.39,Credit Card,5,Delivered,5.0,0
TXN_00000143,CUST_000038,2023-01-27 12:49:00,Electronics,20271,1,2084.54,UPI,2,Delivered,4.0,0
TXN_00000144,CUST_000773,2023-08-09 22:27:00,Electronics,64633,2,8681.07,UPI,3,Delivered,5.0,0
TXN_00000145,CUST_001126,2023-08-13 03:57:00,Electronics,27209,1,4466.78,UPI,2,Delivered,5.0,0
TXN_00000146,CUST_001261,2023-07-08 11:12:00,Home & Living,11712,1,1384.32,Net Banking,7,Delivered,3.0,0
TXN_00000147,CUST_000703,2023-01-30 07:14:00,Electronics,123373,1,25326.77,Wallet,3,Delivered,1.0,0
TXN_00000148,CUST_000189,2023-04-27 13:47:00,Electronics,130371,1,14313.65,Debit Card,7,Delivered,3.0,0
TXN_00000149,CUST_001542,2024-02-11 17:36:00,Electronics,50187,1,7710.81,UPI,7,Delivered,5.0,0
TXN_00000150,CUST_000094,2023-01-08 23:15:00,Fashion,11594,1,1926.78,Wallet,7,Delivered,5.0,0
TXN_00000151,CUST_001665,2023-01-30 04:28:00,Fashion,1609,1,122.42,UPI,2,Delivered,5.0,0
TXN_00000152,CUST_000370,2023-06-10 11:38:00,Electronics,80000,1,10761.53,UPI,2,Delivered,3.0,0
TXN_00000153,CUST_001342,2023-05-30 04:38:00,Electronics,274339,2,23288.58,Credit Card,3,Delivered,2.0,0
TXN_00000154,CUST_000815,2023-03-04 21:04:00,Home & Living,27222,1,2520.89,Credit Card,5,Delivered,5.0,0
TXN_00000155,CUST_000157,2023-10-06 06:31:00,Home & Living,2320,1,546.92,Debit Card,3,Delivered,5.0,0
TXN_00000156,CUST_001445,2023-07-02 07:28:00,Electronics,376850,3,64537.24,Credit Card,3,Delivered,1.0,0
TXN_00000157,CUST_001461,2023-07-07 17:18:00,Electronics,237179,2,45657.22,Debit Card,2,Delivered,2.0,0
TXN_00000158,CUST_001780,2023-09-27 08:20:00,Fashion,5407,1,1305.37,Net Banking,2,Delivered,3.0,0
TXN_00000159,CUST_001430,2023-02-23 01:22:00,Fashion,10231,1,1394.09,COD,2,Delivered,5.0,1
TXN_00000160,CUST_001845,2023-11-15 15:17:00,Electronics,112974,1,9958.64,Credit Card,2,Delivered,2.0,0
TXN_00000161,CUST_000161,2023-03-12 16:14:00,Electronics,132449,1,7641.99,UPI,2,Delivered,4.0,0
TXN_00000162,CUST_000625,2023-04-18 03:23:00,Home & Living,13631,1,1065.83,Credit Card,2,Delivered,5.0,0
TXN_00000163,CUST_001485,2023-03-14 01:15:00,Fashion,9305,1,1554.47,Credit Card,2,Delivered,3.0,0
TXN_00000164,CUST_001431,2024-01-27 14:07:00,Electronics,136846,1,26723.39,Wallet,7,Delivered,3.0,0
TXN_00000165,CUST_000044,2023-01-18 08:17:00,Fashion,16168,2,3338.63,Net Banking,5,Delivered,4.0,0
TXN_00000166,CUST_001205,2024-02-28 02:03:00,Home & Living,44822,2,10323.68,Debit Card,2,Delivered,4.0,0
TXN_00000167,CUST_000572,2023-07-16 15:01:00,Electronics,456806,3,25210.29,UPI,5,Delivered,4.0,0
TXN_00000168,CUST_001767,2023-08-16 01:14:00,Electronics,111828,1,5804.43,Credit Card,7,Delivered,4.0,0
TXN_00000169,CUST_000422,2023-12-04 13:34:00,Electronics,24765,2,3226.64,Debit Card,7,Delivered,5.0,1
TXN_00000170,CUST_000108,2023-01-17 17:48:00,Home & Living,13320,1,1281.22,Wallet,3,Delivered,4.0,0
TXN_00000171,CUST_000713,2023-11-08 10:59:00,Electronics,131305,1,9317.32,Net Banking,2,Delivered,4.0,0
TXN_00000172,CUST_001697,2024-02-19 18:13:00,Home & Living,26444,2,2080.66,Net Banking,2,Delivered,5.0,0
TXN_00000173,CUST_001551,2024-01-07 19:27:00,Fashion,4367,1,794.88,Credit Card,3,Cancelled,,0
TXN_00000174,CUST_001774,2024-01-09 23:48:00,Fashion,13079,2,1384.3,Credit Card,2,Delivered,1.0,0
TXN_00000175,CUST_000117,2023-10-11 12:46:00,Fashion,6513,2,1616.26,COD,5,Delivered,4.0,0
TXN_00000176,CUST_001910,2023-10-01 14:27:00,Fashion,2770,1,548.85,Wallet,2,Delivered,5.0,0
TXN_00000177,CUST_001173,2024-01-29 16:16:00,Electronics,112166,1,10593.03,UPI,2,Delivered,4.0,0
TXN_00000178,CUST_000333,2023-08-28 23:59:00,Electronics,139133,2,29877.3,Credit Card,2,Delivered,3.0,0
TXN_00000179,CUST_000488,2023-01-08 08:51:00,Electronics,50750,1,5472.11,Credit Card,3,Delivered,5.0,0
TXN_00000180,CUST_001398,2023-02-13 07:49:00,Fashion,11736,2,959.49,Net Banking,5,Delivered,5.0,1
TXN_00000181,CUST_001112,2023-10-20 12:02:00,Electronics,39790,1,9091.54,Debit Card,2,Delivered,4.0,0
TXN_00000182,CUST_001261,2023-05-18 21:16:00,Fashion,18349,2,3863.56,Credit Card,3,Delivered,3.0,1
TXN_00000183,CUST_001603,2024-01-31 19:00:00,Fashion,1163,1,68.99,Credit Card,5,Delivered,4.0,0
TXN_00000184,CUST_000255,2023-12-05 10:53:00,Electronics,33058,1,6505.95,Credit Card,2,Cancelled,,0
TXN_00000185,CUST_000542,2023-08-16 14:01:00,Fashion,1976,1,279.11,COD,2,Delivered,4.0,0
TXN_00000186,CUST_000901,2023-01-19 11:30:00,Electronics,28304,1,3231.26,UPI,3,Delivered,3.0,0
TXN_00000187,CUST_001307,2023-04-22 13:03:00,Electronics,268743,3,35245.37,Wallet,2,Delivered,4.0,0
TXN_00000188,CUST_001187,2023-05-22 19:35:00,Electronics,106653,1,14915.37,Debit Card,2,Delivered,5.0,0
TXN_00000189,CUST_000644,2023-08-14 05:16:00,Home & Living,22787,1,2269.38,UPI,7,Delivered,5.0,0
TXN_00000190,CUST_001569,2023-05-13 15:08:00,Electronics,38027,1,3127.03,Credit Card,2,Delivered,4.0,0
TXN_00000191,CUST_000466,2023-03-17 19:41:00,Electronics,265617,2,36535.47,UPI,5,Delivered,1.0,0
TXN_00000192,CUST_000102,2023-12-02 01:11:00,Fashion,3113,1,667.93,UPI,3,Delivered,2.0,0
TXN_00000193,CUST_001402,2023-08-14 18:20:00,Electronics,60742,1,3112.65,UPI,3,Delivered,4.0,0
TXN_00000194,CUST_000086,2023-04-27 01:45:00,Electronics,79944,1,5149.83,Wallet,2,Delivered,4.0,0
TXN_00000195,CUST_000531,2023-01-09 21:54:00,Fashion,9702,1,644.42,UPI,3,Delivered,4.0,0
TXN_00000196,CUST_001757,2023-10-04 22:02:00,Electronics,167356,2,31567.63,Credit Card,3,Delivered,3.0,0
TXN_00000197,CUST_001230,2023-02-25 02:32:00,Electronics,121068,1,9731.57,Debit Card,3,Cancelled,,0
TXN_00000198,CUST_000909,2023-02-09 07:13:00,Electronics,32553,1,7204.75,Debit Card,3,Delivered,3.0,0
TXN_00000199,CUST_000668,2024-02-29 21:26:00,Electronics,366067,3,45781.1,Debit Card,3,Delivered,5.0,0
TXN_00000200,CUST_000147,2023-05-25 04:01:00,Electronics,131415,1,32026.5,Net Banking,7,Delivered,5.0,0
TXN_00000201,CUST_000669,2023-07-04 10:26:00,Home & Living,42206,1,6417.98,Net Banking,3,Delivered,3.0,0
TXN_00000202,CUST_001838,2023-08-29 09:39:00,Electronics,158384,2,21699.21,UPI,5,Delivered,5.0,0
TXN_00000203,CUST_000064,2023-01-23 09:59:00,Fashion,7244,2,1712.68,Credit Card,7,Delivered,3.0,0
TXN_00000204,CUST_000308,2023-01-14 03:38:00,Electronics,19706,1,4746.64,UPI,7,Delivered,5.0,0
TXN_00000205,CUST_000434,2023-09-19 22:49:00,Fashion,18767,2,1963.96,UPI,3,Delivered,5.0,0
TXN_00000206,CUST_001520,2023-10-25 22:22:00,Electronics,16226,1,1910.02,Wallet,3,Delivered,5.0,0
TXN_00000207,CUST_001925,2024-03-01 18:02:00,Home & Living,26330,3,5715.67,Debit Card,2,Delivered,4.0,0
TXN_00000208,CUST_001346,2023-07-15 20:05:00,Electronics,262480,3,55205.49,Debit Card,2,Delivered,4.0,0
TXN_00000209,CUST_001957,2023-04-25 18:32:00,Electronics,68706,1,8865.42,Credit Card,2,Cancelled,,0
TXN_00000210,CUST_001177,2024-01-11 13:34:00,Home & Living,9973,1,2042.23,COD,2,Delivered,4.0,0
TXN_00000211,CUST_001502,2023-09-28 01:38:00,Electronics,65495,1,4262.46,COD,5,Delivered,3.0,0
TXN_00000212,CUST_000968,2023-09-24 14:20:00,Fashion,30299,2,2516.04,UPI,5,Delivered,4.0,0
TXN_00000213,CUST_000552,2023-10-22 09:58:00,Fashion,12890,1,2373.56,Net Banking,3,Delivered,1.0,0
TXN_00000214,CUST_000500,2024-02-14 11:14:00,Fashion,9586,1,2173.57,Debit Card,5,Delivered,4.0,0
TXN_00000215,CUST_000934,2023-03-01 22:15:00,Home & Living,15895,1,2210.1,Debit Card,2,Delivered,5.0,0
TXN_00000216,CUST_000912,2023-07-29 11:05:00,Fashion,14303,2,2366.49,UPI,3,Delivered,3.0,0
TXN_00000217,CUST_000721,2023-02-09 11:41:00,Electronics,116171,2,27239.46,UPI,5,Delivered,1.0,0
TXN_00000218,CUST_000992,2023-08-18 13:14:00,Electronics,95771,1,19675.63,Debit Card,3,Delivered,3.0,0
TXN_00000219,CUST_001167,2023-03-06 17:15:00,Fashion,12828,1,2599.56,Credit Card,3,Delivered,5.0,0
TXN_00000220,CUST_001591,2023-12-12 18:42:00,Fashion,12465,1,1320.53,COD,2,Delivered,5.0,0
TXN_00000221,CUST_000283,2024-02-12 09:21:00,Electronics,62539,1,8675.12,Debit Card,5,Delivered,4.0,0
TXN_00000222,CUST_000643,2023-07-29 13:32:00,Electronics,115127,1,26077.69,UPI,2,Delivered,3.0,0
TXN_00000223,CUST_000304,2023-11-20 06:57:00,Electronics,154964,2,8378.88,Credit Card,2,Delivered,3.0,0
TXN_00000224,CUST_000369,2023-01-08 05:07:00,Electronics,36236,1,2058.89,Credit Card,2,Delivered,4.0,0
TXN_00000225,CUST_000858,2023-10-11 22:59:00,Electronics,45375,1,5997.06,Credit Card,7,Delivered,4.0,0
TXN_00000226,CUST_000963,2023-03-06 01:53:00,Electronics,121498,1,25925.91,Net Banking,3,Delivered,5.0,0
TXN_00000227,CUST_000884,2023-03-27 02:08:00,Electronics,102592,1,23342.98,Credit Card,2,Delivered,5.0,1
