event_id,customer_id,invoice_date,total_due,payment_status,due_date
BILL_000063,CUST_000031,2024-01-06 17:23:00,62108,Paid,2024-02-05 17:23:00
BILL_000064,CUST_000031,2024-01-03 17:23:00,61828,Paid,2024-02-02 17:23:00
BILL_000065,CUST_000032,2023-10-25 09:05:00,36374,Paid,2023-11-24 09:05:00
BILL_000066,CUST_000032,2023-10-24 09:05:00,37011,Paid,2023-11-23 09:05:00
BILL_000067,CUST_000032,2023-10-26 09:05:00,37057,Paid,2023-11-25 09:05:00
BILL_000068,CUST_000033,2024-02-06 20:48:00,688922,Paid,2024-03-07 20:48:00
BILL_000069,CUST_000034,2023-09-07 17:58:00,116001,Overdue,2023-10-07 17:58:00
BILL_000070,CUST_000034,2023-09-09 17:58:00,115791,Paid,2023-10-09 17:58:00
BILL_000071,CUST_000034,2023-09-10 17:58:00,116434,Paid,2023-10-10 17:58:00
BILL_000072,CUST_000035,2024-01-28 08:58:00,104970,Paid,2024-02-27 08:58:00
BILL_000073,CUST_000035,2024-01-29 08:58:00,104438,Pending,2024-02-28 08:58:00
BILL_000074,CUST_000036,2023-06-05 07:59:00,201741,Paid,2023-07-05 07:59:00
BILL_000075,CUST_000037,2024-01-15 04:21:00,347123,Pending,2024-02-14 04:21:00
BILL_000076,CUST_000038,2023-11-15 02:04:00,209934,Paid,2023-12-15 02:04:00
BILL_000077,CUST_000038,2023-11-17 02:04:00,210791,Paid,2023-12-17 02:04:00
BILL_000078,CUST_000039,2023-06-29 19:39:00,258183,Paid,2023-07-29 19:39:00
BILL_000079,CUST_000040,2023-09-29 15:10:00,87488,Paid,2023-10-29 15:10:00
BILL_000080,CUST_000041,2023-12-25 15:44:00,54472,Paid,2024-01-24 15:44:00
BILL_000081,CUST_000041,2023-12-27 15:44:00,54340,Pending,2024-01-26 15:44:00
BILL_000082,CUST_000041,2023-12-23 15:44:00,55650,Paid,2024-01-22 15:44:00
BILL_000083,CUST_000042,2024-03-15 11:34:00,108997,Paid,2024-04-14 11:34:00
BILL_000084,CUST_000042,2024-03-12 11:34:00,108504,Paid,2024-04-11 11:34:00
BILL_000085,CUST_000043,2023-12-26 11:40:00,65209,Paid,2024-01-25 11:40:00
BILL_000086,CUST_000043,2023-12-22 11:40:00,65621,Paid,2024-01-21 11:40:00
BILL_000087,CUST_000043,2023-12-26 11:40:00,65359,Paid,2024-01-25 11:40:00
BILL_000088,CUST_000044,2024-03-12 12:55:00,294208,Paid,2024-04-11 12:55:00
BILL_000089,CUST_000045,2023-11-28 09:36:00,169637,Paid,2023-12-28 09:36:00
BILL_000090,CUST_000045,2023-11-27 09:36:00,169903,Paid,2023-12-27 09:36:00
BILL_000091,CUST_000046,2023-06-24 10:45:00,107703,Paid,2023-07-24 10:45:00
BILL_000092,CUST_000046,2023-06-29 10:45:00,108047,Overdue,2023-07-29 10:45:00
BILL_000093,CUST_000046,2023-06-29 10:45:00,107841,Overdue,2023-07-29 10:45:00
BILL_000094,CUST_000047,2024-02-27 22:56:00,52314,Paid,2024-03-28 22:56:00
BILL_000095,CUST_000047,2024-02-25 22:56:00,51732,Paid,2024-03-26 22:56:00
BILL_000096,CUST_000047,2024-02-26 22:56:00,51837,Paid,2024-03-27 22:56:00
BILL_000097,CUST_000048,2023-09-17 03:58:00,431837,Paid,2023-10-17 03:58:00
BILL_000098,CUST_000049,2024-02-15 09:20:00,231437,Paid,2024-03-16 09:20:00
BILL_000099,CUST_000049,2024-02-09 09:20:00,231692,Paid,2024-03-10 09:20:00
BILL_000100,CUST_000050,2024-03-10 21:42:00,219392,Paid,2024-04-09 21:42:00
BILL_000101,CUST_000050,2024-03-11 21:42:00,218843,Paid,2024-04-10 21:42:00
BILL_000102,CUST_000051,2023-12-05 12:56:00,363529,Paid,2024-01-04 12:56:00
BILL_000103,CUST_000052,2024-03-12 10:11:00,97095,Paid,2024-04-11 10:11:00
BILL_000104,CUST_000052,2024-03-12 10:11:00,96841,Paid,2024-04-11 10:11:00
BILL_000105,CUST_000053,2023-12-26 17:58:00,44526,Paid,2024-01-25 17:58:00
BILL_000106,CUST_000053,2023-12-24 17:58:00,44651,Paid,2024-01-23 17:58:00
BILL_000107,CUST_000053,2023-12-23 17:58:00,45437,Paid,2024-01-22 17:58:00
BILL_000108,CUST_000054,2024-03-08 20:42:00,129803,Pending,2024-04-07 20:42:00
BILL_000109,CUST_000054,2024-03-06 20:42:00,129258,Paid,2024-04-05 20:42:00
BILL_000110,CUST_000055,2024-02-09 07:27:00,293466,Pending,2024-03-10 07:27:00
BILL_000111,CUST_000056,2024-03-06 08:53:00,157585,Overdue,2024-04-05 08:53:00
BILL_000112,CUST_000056,2024-03-07 08:53:00,157510,Paid,2024-04-06 08:53:00
BILL_000113,CUST_000057,2024-01-15 11:06:00,345982,Overdue,2024-02-14 11:06:00
BILL_000114,CUST_000058,2024-02-12 20:20:00,173038,Paid,2024-03-13 20:20:00
BILL_000115,CUST_000058,2024-02-13 20:20:00,173560,Paid,2024-03-14 20:20:00
BILL_000116,CUST_000059,2024-03-15 17:43:00,220587,Paid,2024-04-14 17:43:00
BILL_000117,CUST_000060,2023-12-28 23:52:00,2260,Paid,2024-01-27 23:52:00
BILL_000118,CUST_000060,2023-12-25 23:52:00,3111,Paid,2024-01-24 23:52:00
BILL_000119,CUST_000060,2023-12-22 23:52:00,2659,Paid,2024-01-21 23:52:00
BILL_000120,CUST_000061,2023-11-28 18:07:00,508189,Paid,2023-12-28 18:07:00
BILL_000121,CUST_000062,2024-03-17 04:25:00,367574,Paid,2024-04-16 04:25:00
BILL_000122,CUST_000063,2024-03-11 02:34:00,140197,Paid,2024-04-10 02:34:00
BILL_000123,CUST_000063,2024-03-15 02:34:00,140256,Paid,2024-04-14 02:34:00
BILL_000124,CUST_000063,2024-03-14 02:34:00,140447,Paid,2024-04-13 02:34:00
BILL_000125,CUST_000064,2024-01-16 08:15:00,141710,Paid,2024-02-15 08:15:00
BILL_000126,CUST_000064,2024-01-11 08:15:00,141003,Pending,2024-02-10 08:15:00
BILL_000127,CUST_000064,2024-01-12 08:15:00,141728,Paid,2024-02-11 08:15:00
BILL_000128,CUST_000065,2024-01-21 06:43:00,24253,Paid,2024-02-20 06:43:00
BILL_000129,CUST_000065,2024-01-18 06:43:00,24055,Paid,2024-02-17 06:43:00
BILL_000130,CUST_000065,2024-01-15 06:43:00,25142,Paid,2024-02-14 06:43:00
BILL_000131,CUST_000066,2023-09-18 22:09:00,196115,Paid,2023-10-18 22:09:00
BILL_000132,CUST_000066,2023-09-25 22:09:00,195546,Paid,2023-10-25 22:09:00
BILL_000133,CUST_000067,2024-03-10 11:43:00,412448,Paid,2024-04-09 11:43:00
BILL_000134,CUST_000068,2024-03-10 00:15:00,142051,Paid,2024-04-09 00:15:00
BILL_000135,CUST_000069,2024-02-15 17:12:00,138750,Paid,2024-03-16 17:12:00
BILL_000136,CUST_000069,2024-02-11 17:12:00,138856,Paid,2024-03-12 17:12:00
BILL_000137,CUST_000070,2023-12-20 17:54:00,29594,Paid,2024-01-19 17:54:00
BILL_000138,CUST_000070,2023-12-26 17:54:00,29516,Paid,2024-01-25 17:54:00
BILL_000139,CUST_000070,2023-12-22 17:54:00,29371,Paid,2024-01-21 17:54:00
BILL_000140,CUST_000071,2024-01-21 09:40:00,352458,Paid,2024-02-20 09:40:00
BILL_000141,CUST_000071,2024-01-21 09:40:00,353067,Paid,2024-02-20 09:40:00
BILL_000142,CUST_000072,2023-11-17 22:29:00,155385,Paid,2023-12-17 22:29:00
BILL_000143,CUST_000072,2023-11-23 22:29:00,154838,Pending,2023-12-23 22:29:00
BILL_000144,CUST_000072,2023-11-21 22:29:00,154464,Paid,2023-12-21 22:29:00
BILL_000145,CUST_000073,2023-07-17 16:32:00,503425,Pending,2023-08-16 16:32:00
BILL_000146,CUST_000074,2023-04-26 19:09:00,117490,Paid,2023-05-26 19:09:00
BILL_000147,CUST_000074,2023-04-27 19:09:00,118153,Paid,2023-05-27 19:09:00
BILL_000148,CUST_000075,2024-03-09 22:02:00,131543,Paid,2024-04-08 22:02:00
BILL_000149,CUST_000075,2024-03-11 22:02:00,132212,Pending,2024-04-10 22:02:00
BILL_000150,CUST_000075,2024-03-07 22:02:00,132312,Overdue,2024-04-06 22:02:00
BILL_000151,CUST_000076,2023-10-07 19:35:00,139742,Paid,2023-11-06 19:35:00
BILL_000152,CUST_000077,2023-05-29 00:03:00,103042,Paid,2023-06-28 00:03:00
BILL_000153,CUST_000078,2023-10-01 19:37:00,104042,Paid,2023-10-31 19:37:00
BILL_000154,CUST_000079,2023-12-25 22:40:00,98324,Paid,2024-01-24 22:40:00
BILL_000155,CUST_000079,2023-12-21 22:40:00,98676,Paid,2024-01-20 22:40:00
BILL_000156,CUST_000080,2024-02-19 23:50:00,101747,Paid,2024-03-20 23:50:00
BILL_000157,CUST_000080,2024-02-22 23:50:00,101876,Paid,2024-03-23 23:50:00
BILL_000158,CUST_000081,2024-01-07 18:35:00,323422,Pending,2024-02-06 18:35:00
BILL_000159,CUST_000082,2023-10-18 04:20:00,70135,Paid,2023-11-17 04:20:00
BILL_000160,CUST_000082,2023-10-19 04:20:00,71018,Paid,2023-11-18 04:20:00
BILL_000161,CUST_000083,2024-01-24 07:29:00,364774,Paid,2024-02-23 07:29:00
BILL_000162,CUST_000084,2024-01-18 16:39:00,295721,Paid,2024-02-17 16:39:00
BILL_000163,CUST_000085,2024-01-26 04:32:00,215848,Paid,2024-02-25 04:32:00
BILL_000164,CUST_000085,2024-01-29 04:32:00,215695,Paid,2024-02-28 04:32:00
BILL_000165,CUST_000086,2024-01-03 17:27:00,128110,Overdue,2024-02-02 17:27:00
BILL_000166,CUST_000086,2024-01-05 17:27:00,129083,Paid,2024-02-04 17:27:00
BILL_000167,CUST_000087,2024-01-26 07:09:00,60854,Overdue,2024-02-25 07:09:00
BILL_000168,CUST_000087,2024-01-25 07:09:00,61270,Paid,2024-02-24 07:09:00
BILL_000169,CUST_000088,2023-11-18 16:41:00,78290,Pending,2023-12-18 16:41:00
BILL_000170,CUST_000088,2023-11-21 16:41:00,78689,Paid,2023-12-21 16:41:00
BILL_000171,CUST_000089,2023-12-12 13:13:00,50155,Paid,2024-01-11 13:13:00
BILL_000172,CUST_000089,2023-12-08 13:13:00,50033,Paid,2024-01-07 13:13:00
BILL_000173,CUST_000089,2023-12-12 13:13:00,49270,Paid,2024-01-11 13:13:00
BILL_000174,CUST_000090,2024-02-09 01:11:00,172140,Paid,2024-03-10 01:11:00
BILL_000175,CUST_000090,2024-02-11 01:11:00,172043,Paid,2024-03-12 01:11:00
BILL_000176,CUST_000090,2024-02-12 01:11:00,173386,Paid,2024-03-13 01:11:00
BILL_000177,CUST_000091,2023-10-01 08:40:00,74738,Paid,2023-10-31 08:40:00
BILL_000178,CUST_000091,2023-09-30 08:40:00,75058,Paid,2023-10-30 08:40:00
BILL_000179,CUST_000091,2023-10-02 08:40:00,75618,Paid,2023-11-01 08:40:00
BILL_000180,CUST_000092,2024-03-06 21:10:00,109509,Paid,2024-04-05 21:10:00
BILL_000181,CUST_000092,2024-02-29 21:10:00,110480,Paid,2024-03-30 21:10:00
BILL_000182,CUST_000093,2024-02-09 11:00:00,91706,Paid,2024-03-10 11:00:00
BILL_000183,CUST_000093,2024-02-05 11:00:00,92193,Paid,2024-03-06 11:00:00
BILL_000184,CUST_000094,2023-07-26 07:05:00,215027,Paid,2023-08-25 07:05:00
BILL_000185,CUST_000094,2023-07-27 07:05:00,214474,Paid,2023-08-26 07:05:00
BILL_000186,CUST_000094,2023-07-26 07:05:00,215016,Paid,2023-08-25 07:05:00
BILL_000187,CUST_000095,2023-11-10 19:47:00,53154,Paid,2023-12-10 19:47:00
BILL_000188,CUST_000095,2023-11-07 19:47:00,52424,Overdue,2023-12-07 19:47:00
BILL_000189,CUST_000095,2023-11-11 19:47:00,52908,Paid,2023-12-11 19:47:00
BILL_000190,CUST_000096,2024-02-26 00:21:00,25841,Paid,2024-03-27 00:21:00
BILL_000191,CUST_000096,2024-02-21 00:21:00,25759,Paid,2024-03-22 00:21:00
BILL_000192,CUST_000096,2024-02-27 00:21:00,25434,Paid,2024-03-28 00:21:00
BILL_000193,CUST_000097,2023-09-17 14:58:00,131627,Paid,2023-10-17 14:58:00
BILL_000194,CUST_000098,2024-03-04 23:15:00,233108,Paid,2024-04-03 23:15:00
BILL_000195,CUST_000099,2024-01-20 06:25:00,122539,Paid,2024-02-19 06:25:00
BILL_000196,CUST_000099,2024-01-20 06:25:00,123374,Paid,2024-02-19 06:25:00
BILL_000197,CUST_000099,2024-01-19 06:25:00,122916,Paid,2024-02-18 06:25:00
BILL_000198,CUST_000100,2024-02-25 01:25:00,107852,Paid,2024-03-26 01:25:00
BILL_000199,CUST_000100,2024-02-21 01:25:00,107847,Paid,2024-03-22 01:25:00
BILL_000200,CUST_000100,2024-02-26 01:25:00,107298,Paid,2024-03-27 01:25:00
BILL_000201,CUST_000101,2024-03-03 05:50:00,344980,Paid,2024-04-02 05:50:00
BILL_000202,CUST_000101,2024-03-01 05:50:00,344747,Paid,2024-03-31 05:50:00
BILL_000203,CUST_000102,2024-01-04 23:37:00,228112,Paid,2024-02-03 23:37:00
BILL_000204,CUST_000102,2023-12-29 23:37:00,228357,Paid,2024-01-28 23:37:00
BILL_000205,CUST_000102,2024-01-04 23:37:00,228573,Paid,2024-02-03 23:37:00
BILL_000206,CUST_000103,2024-02-05 07:42:00,235859,Paid,2024-03-06 07:42:00
BILL_000207,CUST_000104,2023-11-02 18:32:00,163531,Paid,2023-12-02 18:32:00
BILL_000208,CUST_000104,2023-11-04 18:32:00,163916,Paid,2023-12-04 18:32:00
BILL_000209,CUST_000104,2023-11-03 18:32:00,163815,Paid,2023-12-03 18:32:00
BILL_000210,CUST_000105,2024-01-22 16:27:00,146221,Paid,2024-02-21 16:27:00
BILL_000211,CUST_000106,2024-02-11 10:20:00,82088,Pending,2024-03-12 10:20:00
BILL_000212,CUST_000106,2024-02-12 10:20:00,82542,Paid,2024-03-13 10:20:00
BILL_000213,CUST_000106,2024-02-08 10:20:00,82465,Paid,2024-03-09 10:20:00
BILL_000214,CUST_000107,2023-09-17 06:41:00,100087,Paid,2023-10-17 06:41:00
BILL_000215,CUST_000108,2023-12-27 07:30:00,169455,Paid,2024-01-26 07:30:00
BILL_000216,CUST_000108,2023-12-25 07:30:00,170014,Paid,2024-01-24 07:30:00
BILL_000217,CUST_000109,2024-02-27 07:42:00,79473,Paid,2024-03-28 07:42:00
BILL_000218,CUST_000110,2024-03-19 02:01:00,559113,Paid,2024-04-18 02:01:00
BILL_000219,CUST_000111,2024-02-11 19:22:00,216790,Paid,2024-03-12 19:22:00
BILL_000220,CUST_000112,2023-09-22 13:55:00,81625,Paid,2023-10-22 13:55:00
BILL_000221,CUST_000113,2023-07-01 01:20:00,56317,Paid,2023-07-31 01:20:00
BILL_000222,CUST_000113,2023-06-30 01:20:00,56429,Paid,2023-07-30 01:20:00
BILL_000223,CUST_000113,2023-07-04 01:20:00,56903,Overdue,2023-08-03 01:20:00
BILL_000224,CUST_000114,2024-03-11 14:26:00,91159,Paid,2024-04-10 14:26:00
BILL_000225,CUST_000114,2024-03-12 14:26:00,91082,Paid,2024-04-11 14:26:00
BILL_000226,CUST_000115,2023-12-17 07:34:00,301648,Paid,2024-01-16 07:34:00
BILL_000227,CUST_000116,2023-09-01 03:26:00,37774,Paid,2023-10-01 03:26:00
BILL_000228,CUST_000117,2023-12-21 21:49:00,174053,Paid,2024-01-20 21:49:00
BILL_000229,CUST_000118,2024-03-16 22:19:00,28903,Paid,2024-04-15 22:19:00
BILL_000230,CUST_000118,2024-03-12 22:19:00,29088,Paid,2024-04-11 22:19:00
BILL_000231,CUST_000118,2024-03-17 22:19:00,28318,Pending,2024-04-16 22:19:00
BILL_000232,CUST_000119,2023-11-10 07:17:00,26795,Paid,2023-12-10 07:17:00
BILL_000233,CUST_000119,2023-11-03 07:17:00,26487,Paid,2023-12-03 07:17:00
BILL_000234,CUST_000120,2024-03-14 23:24:00,109137,Paid,2024-04-13 23:24:00
BILL_000235,CUST_000120,2024-03-12 23:24:00,108707,Pending,2024-04-11 23:24:00
BILL_000236,CUST_000121,2024-03-14 17:27:00,117398,Pending,2024-04-13 17:27:00
BILL_000237,CUST_000121,2024-03-14 17:27:00,116533,Paid,2024-04-13 17:27:00
BILL_000238,CUST_000121,2024-03-18 17:27:00,116817,Paid,2024-04-17 17:27:00
BILL_000239,CUST_000122,2023-07-03 18:55:00,100343,Paid,2023-08-02 18:55:00
BILL_000240,CUST_000122,2023-07-05 18:55:00,100638,Paid,2023-08-04 18:55:00
BILL_000241,CUST_000122,2023-07-02 18:55:00,100938,Paid,2023-08-01 18:55:00
BILL_000242,CUST_000123,2023-10-05 22:27:00,4297,Paid,2023-11-04 22:27:00
BILL_000243,CUST_000123,2023-10-03 22:27:00,4225,Paid,2023-11-02 22:27:00
BILL_000244,CUST_000123,2023-10-03 22:27:00,4439,Overdue,2023-11-02 22:27:00
BILL_000245,CUST_000125,2023-11-02 21:32:00,129650,Paid,2023-12-02 21:32:00
BILL_000246,CUST_000126,2024-02-28 16:09:00,199443,Paid,2024-03-29 16:09:00
BILL_000247,CUST_000127,2024-01-07 04:42:00,129408,Paid,2024-02-06 04:42:00
BILL_000248,CUST_000127,2024-01-06 04:42:00,129464,Paid,2024-02-05 04:42:00
BILL_000249,CUST_000129,2024-02-28 11:07:00,335963,Paid,2024-03-29 11:07:00
BILL_000250,CUST_000130,2023-07-30 21:33:00,100179,Paid,2023-08-29 21:33:00
BILL_000251,CUST_000130,2023-07-29 21:33:00,99408,Paid,2023-08-28 21:33:00
BILL_000252,CUST_000131,2024-01-14 05:46:00,286862,Paid,2024-02-13 05:46:00
BILL_000253,CUST_000131,2024-01-10 05:46:00,286549,Paid,2024-02-09 05:46:00
BILL_000254,CUST_000132,2023-11-01 16:12:00,156175,Paid,2023-12-01 16:12:00
BILL_000255,CUST_000133,2024-02-17 00:24:00,172940,Paid,2024-03-18 00:24:00
BILL_000256,CUST_000133,2024-02-14 00:24:00,172656,Paid,2024-03-15 00:24:00
BILL_000257,CUST_000134,2023-07-19 00:02:00,365345,Paid,2023-08-18 00:02:00
BILL_000258,CUST_000135,2023-07-05 15:14:00,63341,Paid,2023-08-04 15:14:00
BILL_000259,CUST_000135,2023-07-06 15:14:00,63480,Overdue,2023-08-05 15:14:00
BILL_000260,CUST_000135,2023-07-03 15:14:00,62403,Pending,2023-08-02 15:14:00
BILL_000261,CUST_000136,2023-08-31 13:17:00,41751,Paid,2023-09-30 13:17:00
BILL_000262,CUST_000136,2023-08-27 13:17:00,41617,Overdue,2023-09-26 13:17:00
BILL_000263,CUST_000136,2023-08-28 13:17:00,42037,Paid,2023-09-27 13:17:00
BILL_000264,CUST_000137,2023-08-13 23:17:00,98170,Paid,2023-09-12 23:17:00
BILL_000265,CUST_000137,2023-08-06 23:17:00,97396,Paid,2023-09-05 23:17:00
BILL_000266,CUST_000138,2023-04-16 06:29:00,105019,Paid,2023-05-16 06:29:00
BILL_000267,CUST_000139,2023-12-16 23:40:00,194043,Paid,2024-01-15 23:40:00
BILL_000268,CUST_000139,2023-12-15 23:40:00,194562,Paid,2024-01-14 23:40:00
BILL_000269,CUST_000139,2023-12-14 23:40:00,193645,Paid,2024-01-13 23:40:00
BILL_000270,CUST_000140,2023-12-03 06:31:00,46404,Paid,2024-01-02 06:31:00
BILL_000271,CUST_000141,2023-12-23 13:04:00,47345,Paid,2024-01-22 13:04:00
BILL_000272,CUST_000141,2023-12-20 13:04:00,47433,Paid,2024-01-19 13:04:00
BILL_000273,CUST_000141,2023-12-18 13:04:00,46319,Pending,2024-01-17 13:04:00
BILL_000274,CUST_000142,2023-12-09 18:00:00,112494,Paid,2024-01-08 18:00:00
BILL_000275,CUST_000142,2023-12-15 18:00:00,112676,Paid,2024-01-14 18:00:00
BILL_000276,CUST_000142,2023-12-09 18:00:00,112616,Paid,2024-01-08 18:00:00
BILL_000277,CUST_000143,2023-03-31 18:59:00,43541,Paid,2023-04-30 18:59:00
BILL_000278,CUST_000143,2023-03-31 18:59:00,44051,Paid,2023-04-30 18:59:00
BILL_000279,CUST_000144,2023-12-04 18:50:00,141377,Paid,2024-01-03 18:50:00
BILL_000280,CUST_000144,2023-12-05 18:50:00,142254,Paid,2024-01-04 18:50:00
BILL_000281,CUST_000145,2024-01-14 13:43:00,81853,Paid,2024-02-13 13:43:00
BILL_000282,CUST_000145,2024-01-13 13:43:00,81289,Paid,2024-02-12 13:43:00
BILL_000283,CUST_000146,2024-03-12 06:33:00,130792,Paid,2024-04-11 06:33:00
BILL_000284,CUST_000146,2024-03-12 06:33:00,130502,Paid,2024-04-11 06:33:00
BILL_000285,CUST_000146,2024-03-06 06:33:00,129731,Paid,2024-04-05 06:33:00
BILL_000286,CUST_000147,2024-02-15 02:02:00,260927,Paid,2024-03-16 02:02:00
BILL_000287,CUST_000147,2024-02-08 02:02:00,261138,Pending,2024-03-09 02:02:00
BILL_000288,CUST_000148,2024-01-02 17:37:00,211049,Paid,2024-02-01 17:37:00
BILL_000289,CUST_000148,2023-12-26 17:37:00,210432,Paid,2024-01-25 17:37:00
BILL_000290,CUST_000149,2023-10-06 11:00:00,113242,Paid,2023-11-05 11:00:00
BILL_000291,CUST_000150,2023-09-15 10:45:00,533091,Paid,2023-10-15 10:45:00
BILL_000292,CUST_000151,2024-01-05 14:30:00,419008,Paid,2024-02-04 14:30:00
BILL_000293,CUST_000152,2024-03-12 18:29:00,50134,Pending,2024-04-11 18:29:00
BILL_000294,CUST_000152,2024-03-10 18:29:00,50994,Pending,2024-04-09 18:29:00
BILL_000295,CUST_000153,2023-11-16 11:10:00,146495,Paid,2023-12-16 11:10:00
BILL_000296,CUST_000154,2023-11-11 03:21:00,106159,Paid,2023-12-11 03:21:00
